GEO_ID,NAME,P1_001N,P1_001NA
860Z200US22443,ZCTA5 22443,9151,null
860Z200US22448,ZCTA5 22448,724,null
860Z200US22454,ZCTA5 22454,1994,null
860Z200US22460,ZCTA5 22460,1817,null
860Z200US22469,ZCTA5 22469,1722,null
860Z200US22472,ZCTA5 22472,1023,null
860Z200US22473,ZCTA5 22473,5409,null
860Z200US22476,ZCTA5 22476,333,null
860Z200US22480,ZCTA5 22480,850,null
860Z200US22482,ZCTA5 22482,2794,null
860Z200US22485,ZCTA5 22485,26025,null
860Z200US22488,ZCTA5 22488,1211,null
860Z200US22503,ZCTA5 22503,3997,null
860Z200US22504,ZCTA5 22504,251,null
860Z200US22508,ZCTA5 22508,14748,null
860Z200US22509,ZCTA5 22509,74,null
860Z200US22511,ZCTA5 22511,1143,null
860Z200US22514,ZCTA5 22514,2605,null
860Z200US22520,ZCTA5 22520,5659,null
860Z200US22529,ZCTA5 22529,276,null
860Z200US22534,ZCTA5 22534,3102,null
860Z200US22535,ZCTA5 22535,667,null
860Z200US22538,ZCTA5 22538,255,null
860Z200US22539,ZCTA5 22539,2113,null
860Z200US22542,ZCTA5 22542,2048,null
860Z200US22546,ZCTA5 22546,17757,null
860Z200US22548,ZCTA5 22548,88,null
860Z200US22551,ZCTA5 22551,21236,null
860Z200US22553,ZCTA5 22553,16476,null
860Z200US22554,ZCTA5 22554,64354,null
860Z200US22556,ZCTA5 22556,29688,null
860Z200US22560,ZCTA5 22560,6465,null
860Z200US22567,ZCTA5 22567,2949,null
860Z200US22572,ZCTA5 22572,6283,null
860Z200US22576,ZCTA5 22576,1672,null
860Z200US22578,ZCTA5 22578,2449,null
860Z200US22580,ZCTA5 22580,5293,null
860Z200US22601,ZCTA5 22601,29720,null
860Z200US22602,ZCTA5 22602,30865,null
860Z200US22603,ZCTA5 22603,16298,null
860Z200US22610,ZCTA5 22610,2125,null
860Z200US22611,ZCTA5 22611,9176,null
860Z200US22620,ZCTA5 22620,2595,null
860Z200US22623,ZCTA5 22623,660,null
860Z200US22624,ZCTA5 22624,2595,null
860Z200US22625,ZCTA5 22625,3784,null
860Z200US22627,ZCTA5 22627,668,null
860Z200US22630,ZCTA5 22630,33829,null
860Z200US22637,ZCTA5 22637,2122,null
860Z200US22639,ZCTA5 22639,664,null
860Z200US22640,ZCTA5 22640,498,null
860Z200US22641,ZCTA5 22641,299,null
860Z200US22642,ZCTA5 22642,4701,null
860Z200US22643,ZCTA5 22643,362,null
860Z200US22644,ZCTA5 22644,2381,null
860Z200US22645,ZCTA5 22645,4208,null
860Z200US22646,ZCTA5 22646,80,null
860Z200US22650,ZCTA5 22650,962,null
860Z200US22652,ZCTA5 22652,1535,null
860Z200US22654,ZCTA5 22654,894,null
860Z200US22655,ZCTA5 22655,22395,null
860Z200US22656,ZCTA5 22656,5454,null
860Z200US22657,ZCTA5 22657,11974,null
860Z200US22660,ZCTA5 22660,1715,null
860Z200US22663,ZCTA5 22663,1761,null
860Z200US22664,ZCTA5 22664,9383,null
860Z200US22701,ZCTA5 22701,37411,null
860Z200US22709,ZCTA5 22709,945,null
860Z200US22711,ZCTA5 22711,148,null
860Z200US22712,ZCTA5 22712,10587,null
860Z200US22713,ZCTA5 22713,1454,null
860Z200US22714,ZCTA5 22714,921,null
860Z200US22715,ZCTA5 22715,1124,null
860Z200US22716,ZCTA5 22716,883,null
860Z200US22718,ZCTA5 22718,690,null
860Z200US22719,ZCTA5 22719,312,null
860Z200US22720,ZCTA5 22720,916,null
860Z200US22722,ZCTA5 22722,238,null
860Z200US22723,ZCTA5 22723,114,null
860Z200US22724,ZCTA5 22724,2400,null
860Z200US22725,ZCTA5 22725,38,null
860Z200US22726,ZCTA5 22726,766,null
860Z200US22727,ZCTA5 22727,5495,null
860Z200US22728,ZCTA5 22728,3133,null
860Z200US22729,ZCTA5 22729,1192,null
860Z200US22730,ZCTA5 22730,157,null
860Z200US22731,ZCTA5 22731,316,null
860Z200US22732,ZCTA5 22732,325,null
860Z200US22733,ZCTA5 22733,1391,null
860Z200US22734,ZCTA5 22734,3470,null
860Z200US22735,ZCTA5 22735,2259,null
860Z200US22736,ZCTA5 22736,620,null
860Z200US22737,ZCTA5 22737,3382,null
860Z200US22738,ZCTA5 22738,1225,null
860Z200US22740,ZCTA5 22740,1240,null
860Z200US22741,ZCTA5 22741,226,null
860Z200US22742,ZCTA5 22742,1726,null
860Z200US22743,ZCTA5 22743,145,null
860Z200US22746,ZCTA5 22746,216,null
860Z200US22747,ZCTA5 22747,1081,null
860Z200US22749,ZCTA5 22749,469,null
860Z200US22801,ZCTA5 22801,40460,null
860Z200US22802,ZCTA5 22802,28383,null
860Z200US22807,ZCTA5 22807,5575,null
860Z200US22810,ZCTA5 22810,798,null
860Z200US22811,ZCTA5 22811,435,null
860Z200US22812,ZCTA5 22812,9799,null
860Z200US22815,ZCTA5 22815,9083,null
860Z200US22820,ZCTA5 22820,281,null
860Z200US22821,ZCTA5 22821,5848,null
860Z200US22824,ZCTA5 22824,6070,null
860Z200US22827,ZCTA5 22827,10769,null
860Z200US22830,ZCTA5 22830,1671,null
860Z200US22831,ZCTA5 22831,918,null
860Z200US22832,ZCTA5 22832,1181,null
860Z200US22834,ZCTA5 22834,1354,null
860Z200US22835,ZCTA5 22835,11561,null
860Z200US22840,ZCTA5 22840,4524,null
860Z200US22841,ZCTA5 22841,3047,null
860Z200US22842,ZCTA5 22842,5215,null
860Z200US22843,ZCTA5 22843,2374,null
860Z200US22844,ZCTA5 22844,4599,null
860Z200US22845,ZCTA5 22845,72,null
860Z200US22846,ZCTA5 22846,2254,null
860Z200US22847,ZCTA5 22847,993,null
860Z200US22849,ZCTA5 22849,4891,null
860Z200US22850,ZCTA5 22850,971,null
860Z200US22851,ZCTA5 22851,5771,null
860Z200US22853,ZCTA5 22853,4608,null
860Z200US22901,ZCTA5 22901,36938,null
860Z200US22902,ZCTA5 22902,22457,null
860Z200US22903,ZCTA5 22903,42170,null
860Z200US22904,ZCTA5 22904,4917,null
860Z200US22908,ZCTA5 22908,0,null
860Z200US22911,ZCTA5 22911,19236,null
860Z200US22920,ZCTA5 22920,4192,null
860Z200US22922,ZCTA5 22922,1997,null
860Z200US22923,ZCTA5 22923,5819,null
860Z200US22931,ZCTA5 22931,357,null
860Z200US22932,ZCTA5 22932,10443,null
860Z200US22935,ZCTA5 22935,1068,null
860Z200US22936,ZCTA5 22936,5356,null
860Z200US22937,ZCTA5 22937,1401,null
860Z200US22938,ZCTA5 22938,1314,null
860Z200US22939,ZCTA5 22939,6478,null
860Z200US22940,ZCTA5 22940,1081,null
860Z200US22942,ZCTA5 22942,9435,null
860Z200US22943,ZCTA5 22943,543,null
860Z200US22946,ZCTA5 22946,182,null
860Z200US22947,ZCTA5 22947,5000,null
860Z200US22948,ZCTA5 22948,252,null
860Z200US22949,ZCTA5 22949,1322,null
860Z200US22952,ZCTA5 22952,1939,null
860Z200US22957,ZCTA5 22957,5,null
860Z200US22958,ZCTA5 22958,1981,null
860Z200US22959,ZCTA5 22959,1712,null
860Z200US22960,ZCTA5 22960,11067,null
860Z200US22963,ZCTA5 22963,16279,null
860Z200US22964,ZCTA5 22964,193,null
860Z200US22967,ZCTA5 22967,1857,null
860Z200US22968,ZCTA5 22968,10632,null
860Z200US22969,ZCTA5 22969,1313,null
860Z200US22971,ZCTA5 22971,1709,null
860Z200US22972,ZCTA5 22972,391,null
860Z200US22973,ZCTA5 22973,6588,null
860Z200US22974,ZCTA5 22974,5427,null
860Z200US22976,ZCTA5 22976,307,null
860Z200US22980,ZCTA5 22980,33049,null
860Z200US22989,ZCTA5 22989,170,null
860Z200US23002,ZCTA5 23002,10555,null
860Z200US23004,ZCTA5 23004,759,null
860Z200US23005,ZCTA5 23005,17818,null
860Z200US23009,ZCTA5 23009,7737,null
860Z200US23011,ZCTA5 23011,1555,null
860Z200US23015,ZCTA5 23015,4590,null
860Z200US23021,ZCTA5 23021,78,null
860Z200US23022,ZCTA5 23022,910,null
860Z200US23023,ZCTA5 23023,395,null
860Z200US23024,ZCTA5 23024,9108,null
860Z200US23025,ZCTA5 23025,531,null
860Z200US23027,ZCTA5 23027,1345,null
860Z200US23030,ZCTA5 23030,4678,null
860Z200US23032,ZCTA5 23032,252,null
860Z200US23035,ZCTA5 23035,1410,null
860Z200US23038,ZCTA5 23038,1935,null
860Z200US23039,ZCTA5 23039,1124,null
860Z200US23040,ZCTA5 23040,4555,null
860Z200US23043,ZCTA5 23043,1627,null
860Z200US23045,ZCTA5 23045,133,null
860Z200US23047,ZCTA5 23047,2064,null
860Z200US23050,ZCTA5 23050,671,null
860Z200US23055,ZCTA5 23055,831,null
860Z200US23056,ZCTA5 23056,425,null
860Z200US23059,ZCTA5 23059,40249,null
860Z200US23060,ZCTA5 23060,38288,null
860Z200US23061,ZCTA5 23061,22256,null
860Z200US23062,ZCTA5 23062,2652,null
860Z200US23063,ZCTA5 23063,5527,null
860Z200US23065,ZCTA5 23065,1602,null
860Z200US23066,ZCTA5 23066,578,null
860Z200US23068,ZCTA5 23068,241,null
860Z200US23069,ZCTA5 23069,3835,null
860Z200US23070,ZCTA5 23070,463,null
860Z200US23071,ZCTA5 23071,1567,null
860Z200US23072,ZCTA5 23072,12312,null
860Z200US23075,ZCTA5 23075,10236,null
860Z200US23076,ZCTA5 23076,433,null
860Z200US23079,ZCTA5 23079,401,null
860Z200US23081,ZCTA5 23081,8,null
860Z200US23083,ZCTA5 23083,2180,null
860Z200US23084,ZCTA5 23084,1842,null
860Z200US23085,ZCTA5 23085,384,null
860Z200US23086,ZCTA5 23086,3416,null
860Z200US23089,ZCTA5 23089,5507,null
860Z200US23091,ZCTA5 23091,329,null
860Z200US23092,ZCTA5 23092,657,null
860Z200US23093,ZCTA5 23093,14170,null
860Z200US23102,ZCTA5 23102,3195,null
860Z200US23103,ZCTA5 23103,5836,null
860Z200US23106,ZCTA5 23106,960,null
860Z200US23108,ZCTA5 23108,149,null
860Z200US23109,ZCTA5 23109,1806,null
860Z200US23110,ZCTA5 23110,687,null
860Z200US23111,ZCTA5 23111,38151,null
860Z200US23112,ZCTA5 23112,54592,null
860Z200US23113,ZCTA5 23113,26190,null
860Z200US23114,ZCTA5 23114,21160,null
860Z200US23116,ZCTA5 23116,32410,null
860Z200US23117,ZCTA5 23117,10324,null
860Z200US23119,ZCTA5 23119,289,null
860Z200US23120,ZCTA5 23120,14424,null
860Z200US23123,ZCTA5 23123,1827,null
860Z200US23124,ZCTA5 23124,4879,null
860Z200US23126,ZCTA5 23126,459,null
860Z200US23128,ZCTA5 23128,707,null
860Z200US23129,ZCTA5 23129,300,null
860Z200US23130,ZCTA5 23130,163,null
860Z200US23138,ZCTA5 23138,1156,null
860Z200US23139,ZCTA5 23139,27015,null
860Z200US23140,ZCTA5 23140,5956,null
860Z200US23141,ZCTA5 23141,7739,null
860Z200US23146,ZCTA5 23146,3151,null
860Z200US23147,ZCTA5 23147,5,null
860Z200US23148,ZCTA5 23148,1504,null
860Z200US23149,ZCTA5 23149,3031,null
860Z200US23150,ZCTA5 23150,12556,null
860Z200US23153,ZCTA5 23153,1609,null
860Z200US23156,ZCTA5 23156,1472,null
860Z200US23160,ZCTA5 23160,1009,null
860Z200US23161,ZCTA5 23161,130,null
860Z200US23163,ZCTA5 23163,186,null
860Z200US23168,ZCTA5 23168,8624,null
860Z200US23169,ZCTA5 23169,1077,null
860Z200US23173,ZCTA5 23173,2098,null
860Z200US23175,ZCTA5 23175,1931,null
860Z200US23176,ZCTA5 23176,732,null
860Z200US23177,ZCTA5 23177,612,null
860Z200US23180,ZCTA5 23180,438,null
860Z200US23181,ZCTA5 23181,5626,null
860Z200US23185,ZCTA5 23185,51566,null
860Z200US23188,ZCTA5 23188,45438,null
860Z200US23192,ZCTA5 23192,6592,null
860Z200US23219,ZCTA5 23219,5307,null
860Z200US23220,ZCTA5 23220,36942,null
860Z200US23221,ZCTA5 23221,14841,null
860Z200US23222,ZCTA5 23222,24337,null
860Z200US23223,ZCTA5 23223,51960,null
860Z200US23224,ZCTA5 23224,39468,null
860Z200US23225,ZCTA5 23225,40876,null
860Z200US23226,ZCTA5 23226,16955,null
860Z200US23227,ZCTA5 23227,25283,null
860Z200US23228,ZCTA5 23228,36384,null
860Z200US23229,ZCTA5 23229,34471,null
860Z200US23230,ZCTA5 23230,8263,null
860Z200US23231,ZCTA5 23231,37455,null
860Z200US23233,ZCTA5 23233,32610,null
860Z200US23234,ZCTA5 23234,46610,null
860Z200US23235,ZCTA5 23235,34058,null
860Z200US23236,ZCTA5 23236,27516,null
860Z200US23237,ZCTA5 23237,24906,null
860Z200US23238,ZCTA5 23238,26200,null
860Z200US23250,ZCTA5 23250,0,null
860Z200US23284,ZCTA5 23284,3074,null
860Z200US23294,ZCTA5 23294,18538,null
860Z200US23298,ZCTA5 23298,28,null
860Z200US23301,ZCTA5 23301,1600,null
860Z200US23302,ZCTA5 23302,78,null
860Z200US23303,ZCTA5 23303,685,null
860Z200US23304,ZCTA5 23304,101,null
860Z200US23306,ZCTA5 23306,1066,null
860Z200US23307,ZCTA5 23307,547,null
860Z200US23308,ZCTA5 23308,2068,null
860Z200US23310,ZCTA5 23310,5260,null
860Z200US23314,ZCTA5 23314,9523,null
860Z200US23315,ZCTA5 23315,1479,null
860Z200US23316,ZCTA5 23316,107,null
860Z200US23320,ZCTA5 23320,60412,null
860Z200US23321,ZCTA5 23321,37752,null
860Z200US23322,ZCTA5 23322,66994,null
860Z200US23323,ZCTA5 23323,42736,null
860Z200US23324,ZCTA5 23324,24239,null
860Z200US23325,ZCTA5 23325,17601,null
860Z200US23336,ZCTA5 23336,3345,null
860Z200US23337,ZCTA5 23337,524,null
860Z200US23347,ZCTA5 23347,447,null
860Z200US23350,ZCTA5 23350,3433,null
860Z200US23354,ZCTA5 23354,327,null
860Z200US23356,ZCTA5 23356,1736,null
860Z200US23357,ZCTA5 23357,730,null
860Z200US23358,ZCTA5 23358,123,null
860Z200US23359,ZCTA5 23359,653,null
860Z200US23389,ZCTA5 23389,180,null
860Z200US23395,ZCTA5 23395,922,null
860Z200US23398,ZCTA5 23398,83,null
860Z200US23401,ZCTA5 23401,168,null
860Z200US23405,ZCTA5 23405,1075,null
860Z200US23407,ZCTA5 23407,313,null
860Z200US23408,ZCTA5 23408,49,null
860Z200US23409,ZCTA5 23409,149,null
860Z200US23410,ZCTA5 23410,2440,null
860Z200US23413,ZCTA5 23413,799,null
860Z200US23414,ZCTA5 23414,96,null
860Z200US23415,ZCTA5 23415,2021,null
860Z200US23416,ZCTA5 23416,330,null
860Z200US23417,ZCTA5 23417,3625,null
860Z200US23418,ZCTA5 23418,1010,null
860Z200US23420,ZCTA5 23420,2387,null
860Z200US23421,ZCTA5 23421,4172,null
860Z200US23422,ZCTA5 23422,226,null
860Z200US23423,ZCTA5 23423,384,null
860Z200US23426,ZCTA5 23426,140,null
860Z200US23427,ZCTA5 23427,173,null
860Z200US23430,ZCTA5 23430,18232,null
860Z200US23432,ZCTA5 23432,1539,null
860Z200US23433,ZCTA5 23433,1291,null
860Z200US23434,ZCTA5 23434,51430,null
860Z200US23435,ZCTA5 23435,32597,null
860Z200US23436,ZCTA5 23436,962,null
860Z200US23437,ZCTA5 23437,4448,null
860Z200US23438,ZCTA5 23438,1839,null
860Z200US23440,ZCTA5 23440,438,null
860Z200US23441,ZCTA5 23441,53,null
860Z200US23442,ZCTA5 23442,1074,null
860Z200US23451,ZCTA5 23451,44879,null
860Z200US23452,ZCTA5 23452,59076,null
860Z200US23453,ZCTA5 23453,36292,null
860Z200US23454,ZCTA5 23454,58665,null
860Z200US23455,ZCTA5 23455,50599,null
860Z200US23456,ZCTA5 23456,59454,null
860Z200US23457,ZCTA5 23457,4481,null
860Z200US23459,ZCTA5 23459,1055,null
860Z200US23460,ZCTA5 23460,1227,null
860Z200US23461,ZCTA5 23461,603,null
860Z200US23462,ZCTA5 23462,68045,null
860Z200US23464,ZCTA5 23464,75118,null
860Z200US23480,ZCTA5 23480,331,null
860Z200US23486,ZCTA5 23486,148,null
860Z200US23487,ZCTA5 23487,6397,null
860Z200US23488,ZCTA5 23488,173,null
860Z200US23502,ZCTA5 23502,20547,null
860Z200US23503,ZCTA5 23503,31932,null
860Z200US23504,ZCTA5 23504,22465,null
860Z200US23505,ZCTA5 23505,27785,null
860Z200US23507,ZCTA5 23507,6460,null
860Z200US23508,ZCTA5 23508,20485,null
860Z200US23509,ZCTA5 23509,12963,null
860Z200US23510,ZCTA5 23510,8778,null
860Z200US23511,ZCTA5 23511,12831,null
860Z200US23513,ZCTA5 23513,29105,null
860Z200US23517,ZCTA5 23517,5237,null
860Z200US23518,ZCTA5 23518,30278,null
860Z200US23523,ZCTA5 23523,7061,null
860Z200US23551,ZCTA5 23551,2054,null
860Z200US23601,ZCTA5 23601,25729,null
860Z200US23602,ZCTA5 23602,42004,null
860Z200US23603,ZCTA5 23603,3526,null
860Z200US23604,ZCTA5 23604,5160,null
860Z200US23605,ZCTA5 23605,14053,null
860Z200US23606,ZCTA5 23606,31684,null
860Z200US23607,ZCTA5 23607,23498,null
860Z200US23608,ZCTA5 23608,43943,null
860Z200US23651,ZCTA5 23651,494,null
860Z200US23661,ZCTA5 23661,13771,null
860Z200US23662,ZCTA5 23662,12460,null
860Z200US23663,ZCTA5 23663,13374,null
860Z200US23664,ZCTA5 23664,10301,null
860Z200US23665,ZCTA5 23665,5935,null
860Z200US23666,ZCTA5 23666,52845,null
860Z200US23667,ZCTA5 23667,80,null
860Z200US23668,ZCTA5 23668,739,null
860Z200US23669,ZCTA5 23669,41030,null
860Z200US23681,ZCTA5 23681,0,null
860Z200US23690,ZCTA5 23690,3937,null
860Z200US23691,ZCTA5 23691,577,null
860Z200US23692,ZCTA5 23692,19539,null
860Z200US23693,ZCTA5 23693,23814,null
860Z200US23696,ZCTA5 23696,3805,null
860Z200US23701,ZCTA5 23701,24629,null
860Z200US23702,ZCTA5 23702,12239,null
860Z200US23703,ZCTA5 23703,26388,null
860Z200US23704,ZCTA5 23704,19505,null
860Z200US23707,ZCTA5 23707,14316,null
860Z200US23708,ZCTA5 23708,120,null
860Z200US23709,ZCTA5 23709,624,null
860Z200US23801,ZCTA5 23801,9874,null
860Z200US23803,ZCTA5 23803,44377,null
860Z200US23805,ZCTA5 23805,19656,null
860Z200US23821,ZCTA5 23821,1778,null
860Z200US23824,ZCTA5 23824,7021,null
860Z200US23827,ZCTA5 23827,1273,null
860Z200US23828,ZCTA5 23828,431,null
860Z200US23829,ZCTA5 23829,2473,null
860Z200US23830,ZCTA5 23830,1678,null
860Z200US23831,ZCTA5 23831,37216,null
860Z200US23832,ZCTA5 23832,39640,null
860Z200US23833,ZCTA5 23833,2147,null
860Z200US23834,ZCTA5 23834,26635,null
860Z200US23836,ZCTA5 23836,14643,null
860Z200US23837,ZCTA5 23837,4109,null
860Z200US23838,ZCTA5 23838,16997,null
860Z200US23839,ZCTA5 23839,848,null
860Z200US23840,ZCTA5 23840,1642,null
860Z200US23841,ZCTA5 23841,3509,null
860Z200US23842,ZCTA5 23842,7103,null
860Z200US23843,ZCTA5 23843,538,null
860Z200US23844,ZCTA5 23844,691,null
860Z200US23845,ZCTA5 23845,358,null
860Z200US23846,ZCTA5 23846,872,null
860Z200US23847,ZCTA5 23847,12768,null
860Z200US23850,ZCTA5 23850,1081,null
860Z200US23851,ZCTA5 23851,13258,null
860Z200US23856,ZCTA5 23856,888,null
860Z200US23857,ZCTA5 23857,399,null
860Z200US23860,ZCTA5 23860,32139,null
860Z200US23866,ZCTA5 23866,2189,null
860Z200US23867,ZCTA5 23867,5298,null
860Z200US23868,ZCTA5 23868,6379,null
860Z200US23870,ZCTA5 23870,7,null
860Z200US23872,ZCTA5 23872,2322,null
860Z200US23874,ZCTA5 23874,986,null
860Z200US23875,ZCTA5 23875,11791,null
860Z200US23876,ZCTA5 23876,435,null
860Z200US23878,ZCTA5 23878,1162,null
860Z200US23879,ZCTA5 23879,629,null
860Z200US23881,ZCTA5 23881,1876,null
860Z200US23882,ZCTA5 23882,2219,null
860Z200US23883,ZCTA5 23883,2169,null
860Z200US23884,ZCTA5 23884,50,null
860Z200US23885,ZCTA5 23885,2779,null
860Z200US23887,ZCTA5 23887,529,null
860Z200US23888,ZCTA5 23888,2124,null
860Z200US23889,ZCTA5 23889,569,null
860Z200US23890,ZCTA5 23890,3988,null
860Z200US23891,ZCTA5 23891,1917,null
860Z200US23893,ZCTA5 23893,419,null
860Z200US23894,ZCTA5 23894,626,null
860Z200US23897,ZCTA5 23897,563,null
860Z200US23898,ZCTA5 23898,2186,null
860Z200US23899,ZCTA5 23899,292,null
860Z200US23901,ZCTA5 23901,14967,null
860Z200US23909,ZCTA5 23909,1329,null
860Z200US23915,ZCTA5 23915,1196,null
860Z200US23917,ZCTA5 23917,2704,null
860Z200US23919,ZCTA5 23919,2310,null
860Z200US23920,ZCTA5 23920,3182,null
860Z200US23921,ZCTA5 23921,2060,null
860Z200US23922,ZCTA5 23922,4300,null
860Z200US23923,ZCTA5 23923,2474,null
860Z200US23924,ZCTA5 23924,5538,null
860Z200US23927,ZCTA5 23927,4483,null
860Z200US23930,ZCTA5 23930,5231,null
860Z200US23934,ZCTA5 23934,811,null
860Z200US23936,ZCTA5 23936,7850,null
860Z200US23937,ZCTA5 23937,1841,null
860Z200US23938,ZCTA5 23938,416,null
860Z200US23942,ZCTA5 23942,1123,null
860Z200US23943,ZCTA5 23943,759,null
860Z200US23944,ZCTA5 23944,3620,null
860Z200US23947,ZCTA5 23947,4119,null
860Z200US23950,ZCTA5 23950,3482,null
860Z200US23952,ZCTA5 23952,219,null
860Z200US23954,ZCTA5 23954,2030,null
860Z200US23955,ZCTA5 23955,21,null
860Z200US23958,ZCTA5 23958,3261,null
860Z200US23959,ZCTA5 23959,1127,null
860Z200US23960,ZCTA5 23960,1823,null
860Z200US23962,ZCTA5 23962,660,null
860Z200US23963,ZCTA5 23963,454,null
860Z200US23964,ZCTA5 23964,997,null
860Z200US23966,ZCTA5 23966,2449,null
860Z200US23967,ZCTA5 23967,840,null
860Z200US23968,ZCTA5 23968,804,null
860Z200US23970,ZCTA5 23970,8002,null
860Z200US23974,ZCTA5 23974,4700,null
860Z200US23976,ZCTA5 23976,187,null
860Z200US24011,ZCTA5 24011,908,null
860Z200US24012,ZCTA5 24012,30037,null
860Z200US24013,ZCTA5 24013,7835,null
860Z200US24014,ZCTA5 24014,16869,null
860Z200US24015,ZCTA5 24015,15973,null
860Z200US24016,ZCTA5 24016,9371,null
860Z200US24017,ZCTA5 24017,23902,null
860Z200US24018,ZCTA5 24018,39144,null
860Z200US24019,ZCTA5 24019,27630,null
860Z200US24020,ZCTA5 24020,524,null
860Z200US24022,ZCTA5 24022,0,null
860Z200US24053,ZCTA5 24053,2356,null
860Z200US24054,ZCTA5 24054,6208,null
860Z200US24055,ZCTA5 24055,12236,null
860Z200US24058,ZCTA5 24058,316,null
860Z200US24059,ZCTA5 24059,1037,null
860Z200US24060,ZCTA5 24060,46755,null
860Z200US24061,ZCTA5 24061,9836,null
860Z200US24064,ZCTA5 24064,5017,null
860Z200US24065,ZCTA5 24065,6267,null
860Z200US24066,ZCTA5 24066,4787,null
860Z200US24067,ZCTA5 24067,2400,null
860Z200US24069,ZCTA5 24069,1805,null
860Z200US24070,ZCTA5 24070,1375,null
860Z200US24072,ZCTA5 24072,1450,null
860Z200US24073,ZCTA5 24073,32093,null
860Z200US24076,ZCTA5 24076,1050,null
860Z200US24077,ZCTA5 24077,922,null
860Z200US24078,ZCTA5 24078,7062,null
860Z200US24079,ZCTA5 24079,1631,null
860Z200US24082,ZCTA5 24082,412,null
860Z200US24083,ZCTA5 24083,3814,null
860Z200US24084,ZCTA5 24084,10894,null
860Z200US24085,ZCTA5 24085,2220,null
860Z200US24086,ZCTA5 24086,198,null
860Z200US24087,ZCTA5 24087,3604,null
860Z200US24088,ZCTA5 24088,4805,null
860Z200US24089,ZCTA5 24089,2388,null
860Z200US24090,ZCTA5 24090,4712,null
860Z200US24091,ZCTA5 24091,7416,null
860Z200US24092,ZCTA5 24092,2999,null
860Z200US24093,ZCTA5 24093,185,null
860Z200US24095,ZCTA5 24095,4275,null
860Z200US24101,ZCTA5 24101,6490,null
860Z200US24102,ZCTA5 24102,1508,null
860Z200US24104,ZCTA5 24104,3551,null
860Z200US24105,ZCTA5 24105,449,null
860Z200US24112,ZCTA5 24112,30978,null
860Z200US24120,ZCTA5 24120,1858,null
860Z200US24121,ZCTA5 24121,10537,null
860Z200US24122,ZCTA5 24122,1624,null
860Z200US24124,ZCTA5 24124,4370,null
860Z200US24127,ZCTA5 24127,3980,null
860Z200US24128,ZCTA5 24128,1767,null
860Z200US24129,ZCTA5 24129,29,null
860Z200US24131,ZCTA5 24131,106,null
860Z200US24132,ZCTA5 24132,460,null
860Z200US24133,ZCTA5 24133,2345,null
860Z200US24134,ZCTA5 24134,5638,null
860Z200US24136,ZCTA5 24136,3259,null
860Z200US24137,ZCTA5 24137,2506,null
860Z200US24138,ZCTA5 24138,1445,null
860Z200US24139,ZCTA5 24139,560,null
860Z200US24141,ZCTA5 24141,20308,null
860Z200US24142,ZCTA5 24142,2608,null
860Z200US24147,ZCTA5 24147,1088,null
860Z200US24148,ZCTA5 24148,7633,null
860Z200US24149,ZCTA5 24149,3632,null
860Z200US24150,ZCTA5 24150,691,null
860Z200US24151,ZCTA5 24151,18785,null
860Z200US24153,ZCTA5 24153,38728,null
860Z200US24161,ZCTA5 24161,393,null
860Z200US24162,ZCTA5 24162,2254,null
860Z200US24165,ZCTA5 24165,1655,null
860Z200US24167,ZCTA5 24167,329,null
860Z200US24168,ZCTA5 24168,214,null
860Z200US24171,ZCTA5 24171,8090,null
860Z200US24174,ZCTA5 24174,2362,null
860Z200US24175,ZCTA5 24175,8165,null
860Z200US24176,ZCTA5 24176,1527,null
860Z200US24179,ZCTA5 24179,19024,null
860Z200US24184,ZCTA5 24184,4582,null
860Z200US24185,ZCTA5 24185,796,null
860Z200US24201,ZCTA5 24201,16267,null
860Z200US24202,ZCTA5 24202,12716,null
860Z200US24210,ZCTA5 24210,17284,null
860Z200US24211,ZCTA5 24211,9864,null
860Z200US24216,ZCTA5 24216,2441,null
860Z200US24217,ZCTA5 24217,407,null
860Z200US24219,ZCTA5 24219,10429,null
860Z200US24220,ZCTA5 24220,621,null
860Z200US24221,ZCTA5 24221,785,null
860Z200US24224,ZCTA5 24224,5438,null
860Z200US24225,ZCTA5 24225,1674,null
860Z200US24226,ZCTA5 24226,1260,null
860Z200US24228,ZCTA5 24228,6418,null
860Z200US24230,ZCTA5 24230,7708,null
860Z200US24236,ZCTA5 24236,2984,null
860Z200US24237,ZCTA5 24237,1108,null
860Z200US24239,ZCTA5 24239,90,null
860Z200US24243,ZCTA5 24243,1867,null
860Z200US24244,ZCTA5 24244,5398,null
860Z200US24245,ZCTA5 24245,1000,null
860Z200US24246,ZCTA5 24246,399,null
860Z200US24248,ZCTA5 24248,2181,null
860Z200US24250,ZCTA5 24250,1209,null
860Z200US24251,ZCTA5 24251,8405,null
860Z200US24256,ZCTA5 24256,3124,null
860Z200US24258,ZCTA5 24258,1259,null
860Z200US24260,ZCTA5 24260,5072,null
860Z200US24263,ZCTA5 24263,5770,null
860Z200US24265,ZCTA5 24265,703,null
860Z200US24266,ZCTA5 24266,8705,null
860Z200US24269,ZCTA5 24269,225,null
860Z200US24270,ZCTA5 24270,455,null
860Z200US24271,ZCTA5 24271,2538,null
860Z200US24272,ZCTA5 24272,517,null
860Z200US24273,ZCTA5 24273,5730,null
860Z200US24277,ZCTA5 24277,6463,null
860Z200US24279,ZCTA5 24279,4693,null
