zipcode,population,country
05675,923,USA
05676,5190,USA
05677,2233,USA
05678,177,USA
05679,3263,USA
05680,2121,USA
05681,231,USA
05682,1227,USA
05701,20349,USA
05730,442,USA
05731,17,USA
05732,915,USA
05733,5935,USA
05734,1282,USA
05735,4019,USA
05736,583,USA
05737,626,USA
05738,1139,USA
05739,1322,USA
05742,641,USA
05743,4210,USA
05744,665,USA
05746,3,USA
05747,270,USA
05748,348,USA
05751,1415,USA
05753,11113,USA
05757,847,USA
05758,788,USA
05759,1831,USA
05760,1084,USA
05761,1132,USA
05762,503,USA
05763,2625,USA
05764,3045,USA
05765,1722,USA
05766,739,USA
05767,1115,USA
05768,45,USA
05769,1248,USA
05770,1179,USA
05772,685,USA
05773,2036,USA
05774,1300,USA
05775,592,USA
05776,389,USA
05777,3100,USA
05778,738,USA
05819,9040,USA
05820,423,USA
05821,1172,USA
05822,2061,USA
05824,1082,USA
05825,157,USA
05826,861,USA
05827,620,USA
05828,2019,USA
05829,1854,USA
05830,1411,USA
05832,952,USA
05833,49,USA
05836,1132,USA
05837,335,USA
05839,706,USA
05840,68,USA
05841,405,USA
05842,561,USA
05843,2538,USA
05845,1194,USA
05846,1298,USA
05847,887,USA
05850,259,USA
05851,6081,USA
05853,560,USA
05855,7388,USA
05857,1402,USA
05858,325,USA
05859,2024,USA
05860,2604,USA
05862,298,USA
05866,725,USA
05867,774,USA
05868,183,USA
05871,1540,USA
05872,873,USA
05873,739,USA
05874,561,USA
05875,646,USA
05901,17,USA
05902,147,USA
05903,830,USA
05904,267,USA
05905,788,USA
05906,1144,USA
05907,159,USA
06001,19262,USA
06002,21579,USA
06010,60748,USA
06013,9519,USA
06016,6273,USA
06018,2610,USA
06019,9857,USA
06020,23,USA
06021,1361,USA
06022,141,USA
06023,1344,USA
06024,601,USA
06026,5177,USA
06027,1368,USA
06029,16351,USA
06031,1364,USA
06032,19060,USA
06033,29658,USA
06035,7305,USA
06037,18855,USA
06039,2357,USA
06040,35676,USA
06042,24044,USA
06043,4867,USA
06051,31134,USA
06052,8017,USA
06053,35024,USA
06057,6429,USA
06058,1677,USA
06059,103,USA
06060,2452,USA
06061,213,USA
06062,17628,USA
06063,3451,USA
06065,485,USA
06066,30237,USA
06067,20809,USA
06068,1519,USA
06069,2463,USA
06070,15658,USA
06071,10395,USA
06072,91,USA
06073,5501,USA
06074,26911,USA
06076,11988,USA
06078,12221,USA
06079,89,USA
06080,43,USA
06081,1324,USA
06082,42141,USA
06084,14598,USA
06085,7208,USA
06088,4917,USA
06089,3594,USA
06090,1183,USA
06091,202,USA
06092,3924,USA
06093,3488,USA
06095,29458,USA
06096,12613,USA
06098,10188,USA
06103,2540,USA
06105,18803,USA
06106,38036,USA
06107,19221,USA
06108,24201,USA
06109,27298,USA
06110,13004,USA
06111,30536,USA
06112,23189,USA
06114,26257,USA
06117,16695,USA
06118,26844,USA
06119,14843,USA
06120,12636,USA
06226,19233,USA
06231,3901,USA
06232,3142,USA
06234,8484,USA
06235,2089,USA
06237,5272,USA
06238,12235,USA
06239,11410,USA
06241,6568,USA
06242,1365,USA
06243,226,USA
06247,2603,USA
06248,5197,USA
06249,7142,USA
06250,4951,USA
06254,1863,USA
06255,4673,USA
06256,2114,USA
06258,334,USA
06259,4163,USA
06260,9236,USA
06262,572,USA
06263,312,USA
06264,109,USA
06266,409,USA
06268,12460,USA
06269,8161,USA
06277,3940,USA
06278,4266,USA
06279,5566,USA
06280,3286,USA
06281,7021,USA
06282,1225,USA
06320,27398,USA
06330,3167,USA
06331,5085,USA
06332,565,USA
06333,7289,USA
06334,2336,USA
06335,6781,USA
06336,93,USA
06338,296,USA
06339,8346,USA
06340,29788,USA
06350,133,USA
06351,15609,USA
06353,175,USA
06354,5647,USA
06355,12835,USA
06357,11404,USA
06359,5149,USA
06360,37104,USA
06365,4770,USA
06370,7138,USA
06371,9840,USA
06373,267,USA
06374,8108,USA
06375,3758,USA
06376,40,USA
06377,2739,USA
06378,5318,USA
06379,8813,USA
06380,2892,USA
06382,11060,USA
06384,2611,USA
06385,15796,USA
06387,359,USA
06389,129,USA
06390,422,USA
06401,18946,USA
06403,5985,USA
06405,28171,USA
06409,686,USA
06410,28559,USA
06412,3749,USA
06413,13161,USA
06414,330,USA
06415,16300,USA
06416,14225,USA
06417,4415,USA
06418,12297,USA
06419,6174,USA
06420,4250,USA
06422,7152,USA
06423,4821,USA
06424,12403,USA
06426,3453,USA
06437,22064,USA
06438,2616,USA
06439,100,USA
06441,5484,USA
06442,2594,USA
06443,17713,USA
06444,636,USA
06447,6133,USA
06450,36007,USA
06451,24894,USA
06455,2958,USA
06456,355,USA
06457,46505,USA
06459,1212,USA
06460,37310,USA
06461,14734,USA
06467,379,USA
06468,18825,USA
06469,3272,USA
06470,16284,USA
06471,7195,USA
06472,6438,USA
06473,24574,USA
06475,10481,USA
06477,14280,USA
06478,12689,USA
06479,10156,USA
06480,9365,USA
06481,1259,USA
06482,10884,USA
06483,16748,USA
06484,40869,USA
06488,19896,USA
06489,32267,USA
06492,44606,USA
06498,6793,USA
06510,4409,USA
06511,55879,USA
06512,29457,USA
06513,38618,USA
06514,26613,USA
06515,17877,USA
06516,55584,USA
06517,14954,USA
06518,19528,USA
06519,15450,USA
06524,5297,USA
06525,9087,USA
06604,30003,USA
06605,23867,USA
06606,48427,USA
06607,8690,USA
06608,14312,USA
06610,23347,USA
06611,36835,USA
06612,7605,USA
06614,33749,USA
06615,18606,USA
06702,3882,USA
06704,27300,USA
06705,27197,USA
06706,14699,USA
06708,30345,USA
06710,11056,USA
06712,9344,USA
06716,15996,USA
06750,1370,USA
06751,3367,USA
06752,1667,USA
06753,103,USA
06754,1568,USA
06755,1164,USA
06756,2993,USA
06757,2193,USA
06758,39,USA
06759,5729,USA
06762,7574,USA
06763,2217,USA
06770,31634,USA
06776,26848,USA
06777,1715,USA
06778,1243,USA
06779,8250,USA
06782,2268,USA
06783,2255,USA
06784,3607,USA
06785,753,USA
06786,9384,USA
06787,7545,USA
06790,35486,USA
06791,5546,USA
06793,1189,USA
06794,1119,USA
06795,13873,USA
06796,1023,USA
06798,9723,USA
06801,20245,USA
06804,17748,USA
06807,7197,USA
06810,55200,USA
06811,31216,USA
06812,13579,USA
06820,21499,USA
06824,34876,USA
06825,22090,USA
06830,25043,USA
06831,15254,USA
06840,20612,USA
06850,20801,USA
06851,28254,USA
06853,3797,USA
06854,29931,USA
06855,8380,USA
06870,7720,USA
06877,25077,USA
06878,8519,USA
06880,27233,USA
06883,10354,USA
06890,4466,USA
06896,8704,USA
06897,18520,USA
06901,10595,USA
06902,69192,USA
06903,14405,USA
06905,21809,USA
06906,9902,USA
06907,9371,USA
07001,16920,USA
07002,71686,USA
07003,52955,USA
07004,7872,USA
07005,15985,USA
07006,26733,USA
07008,25342,USA
07009,13014,USA
07010,25721,USA
07011,41691,USA
07012,13333,USA
07013,28843,USA
07014,5589,USA
07016,23827,USA
07017,39054,USA
07018,30429,USA
07020,14336,USA
07021,2244,USA
07022,15025,USA
07023,7774,USA
07024,40171,USA
07026,32655,USA
07027,4454,USA
07028,8094,USA
07029,22044,USA
07030,60456,USA
07031,16457,USA
07032,41999,USA
07033,8427,USA
07034,10163,USA
07035,11015,USA
07036,45161,USA
07039,31325,USA
07040,25684,USA
07041,7649,USA
07042,27384,USA
07043,14219,USA
07044,14572,USA
07045,10573,USA
07046,4508,USA
07047,63361,USA
07050,34315,USA
07052,48867,USA
07054,30228,USA
07055,70518,USA
07057,11868,USA
07058,5584,USA
07059,16096,USA
07060,48423,USA
07062,14196,USA
07063,14745,USA
07064,3905,USA
07065,29556,USA
07066,15555,USA
07067,18609,USA
07068,6299,USA
07069,6696,USA
07070,18834,USA
07071,22519,USA
07072,6372,USA
07073,10022,USA
07074,3133,USA
07075,10137,USA
07076,24871,USA
07077,2885,USA
07078,14061,USA
07079,18597,USA
07080,24261,USA
07081,17200,USA
07082,5720,USA
07083,56131,USA
07086,17197,USA
07087,68611,USA
07088,3580,USA
07090,31056,USA
07092,7082,USA
07093,64929,USA
07094,22181,USA
07095,19839,USA
07102,15047,USA
07103,39439,USA
07104,54051,USA
07105,50870,USA
07106,34596,USA
07107,41627,USA
07108,28715,USA
07109,38078,USA
07110,30149,USA
07111,61176,USA
07112,29773,USA
07114,17767,USA
07201,29390,USA
07202,43389,USA
07203,22715,USA
07204,13984,USA
07205,22432,USA
07206,30982,USA
07208,33561,USA
07302,57033,USA
07304,48681,USA
07305,67947,USA
07306,55342,USA
07307,44247,USA
07310,17536,USA
07311,1604,USA
07401,6834,USA
07403,7691,USA
07405,17910,USA
07407,21422,USA
07410,34927,USA
07416,5615,USA
07417,11086,USA
07418,1997,USA
07419,9378,USA
07420,5053,USA
07421,6917,USA
07422,6240,USA
07423,4258,USA
07424,26776,USA
07430,25487,USA
07432,6986,USA
07435,2188,USA
07436,12750,USA
07438,11273,USA
07439,2258,USA
07440,4414,USA
07442,11101,USA
07444,11144,USA
07446,14812,USA
07450,26007,USA
07452,12133,USA
07456,11735,USA
07457,4107,USA
07458,11725,USA
07460,3059,USA
07461,18530,USA
07462,6670,USA
07463,10058,USA
07465,6350,USA
07470,55284,USA
07480,15358,USA
07481,16602,USA
07501,37918,USA
07502,16592,USA
07503,19893,USA
07504,13413,USA
07505,3215,USA
07506,19637,USA
07508,23959,USA
07512,11042,USA
07513,11995,USA
07514,19200,USA
07522,23345,USA
07524,14130,USA
07601,46030,USA
07603,8778,USA
07604,12112,USA
07605,9324,USA
07606,2701,USA
07607,10080,USA
07608,74,USA
07620,1762,USA
07621,28321,USA
07624,8594,USA
07626,9155,USA
07627,4981,USA
07628,17863,USA
07630,7290,USA
07631,29308,USA
07632,5342,USA
07640,4741,USA
07641,3343,USA
07642,10143,USA
07643,10987,USA
07644,26206,USA
07645,8436,USA
07646,16923,USA
07647,5168,USA
07648,5641,USA
07649,8244,USA
07650,20292,USA
07652,26698,USA
07656,8883,USA
07657,11473,USA
07660,13224,USA
07661,12049,USA
07662,5814,USA
07663,14294,USA
07666,41246,USA
07670,15409,USA
07675,27079,USA
07676,9285,USA
07677,6128,USA
07701,24568,USA
07702,4184,USA
07703,29,USA
07704,6278,USA
07711,1506,USA
07712,39397,USA
07716,8713,USA
07717,1933,USA
07718,6210,USA
07719,21665,USA
07720,4175,USA
07721,3894,USA
07722,10041,USA
07723,1263,USA
07724,23494,USA
07726,44945,USA
07727,7707,USA
07728,56444,USA
07730,17263,USA
07731,39677,USA
07732,4710,USA
07733,17266,USA
07734,12772,USA
07735,18652,USA
07737,4177,USA
07738,7084,USA
07739,6122,USA
07740,31905,USA
07746,18337,USA
07747,31915,USA
07748,28169,USA
07750,3174,USA
07751,21493,USA
07753,37397,USA
07755,6375,USA
07756,3164,USA
07757,6169,USA
07758,4942,USA
07760,9575,USA
07762,8642,USA
07764,8587,USA
07801,25935,USA
07803,4015,USA
07820,49,USA
07821,8877,USA
07822,981,USA
07823,7102,USA
07825,9314,USA
07826,5739,USA
07827,4214,USA
07828,14473,USA
07830,6529,USA
07831,58,USA
07832,3800,USA
07833,112,USA
07834,17966,USA
07836,12740,USA
07838,3399,USA
07840,31255,USA
07842,87,USA
07843,11413,USA
07844,98,USA
07846,46,USA
07847,1871,USA
07848,4818,USA
07849,8569,USA
07850,6244,USA
07851,245,USA
07852,3723,USA
07853,12736,USA
07856,4791,USA
07857,3397,USA
07860,25704,USA
07863,4017,USA
07865,2536,USA
07866,22965,USA
07869,25993,USA
07870,114,USA
07871,20992,USA
07874,8639,USA
07876,10218,USA
07878,736,USA
07880,216,USA
07881,7,USA
07882,14971,USA
07885,11521,USA
07901,24199,USA
07920,27912,USA
07921,7733,USA
07922,12311,USA
07924,7650,USA
07926,149,USA
07927,4120,USA
07928,19778,USA
07930,8514,USA
07931,3422,USA
07932,11036,USA
07933,3091,USA
07934,1430,USA
07935,589,USA
07936,11105,USA
07939,459,USA
07940,18403,USA
07945,9875,USA
07946,3110,USA
07950,21459,USA
07960,45609,USA
07961,31,USA
07970,156,USA
07974,13122,USA
07976,479,USA
07977,939,USA
07979,362,USA
07980,2420,USA
07981,9051,USA
08001,858,USA
08002,23920,USA
08003,31402,USA
08004,12005,USA
08005,25814,USA
08006,640,USA
08007,5486,USA
08008,6914,USA
08009,13885,USA
08010,11555,USA
08011,49,USA
08012,38581,USA
08014,465,USA
08015,19691,USA
08016,34617,USA
08019,889,USA
08020,2873,USA
08021,51458,USA
08022,9025,USA
08023,411,USA
08026,2189,USA
08027,4893,USA
08028,24818,USA
08029,4900,USA
08030,13261,USA
08031,11707,USA
08032,424,USA
08033,17451,USA
08034,19256,USA
08035,7556,USA
08036,6021,USA
08037,23814,USA
08038,193,USA
08039,76,USA
08041,921,USA
08042,207,USA
08043,31069,USA
08045,2930,USA
08046,31846,USA
08048,12782,USA
08049,5284,USA
08050,26507,USA
08051,10644,USA
08052,20003,USA
08053,46826,USA
08054,44633,USA
08055,28806,USA
08056,5337,USA
08057,21691,USA
08059,5639,USA
08060,25426,USA
08061,3510,USA
08062,17446,USA
08063,3109,USA
08064,121,USA
08065,7438,USA
08066,8414,USA
08067,1768,USA
08068,6628,USA
08069,13325,USA
08070,12386,USA
08071,9259,USA
08072,231,USA
08073,153,USA
08074,76,USA
08075,30327,USA
08077,19851,USA
08078,8074,USA
08079,10793,USA
08080,37942,USA
08081,50601,USA
08083,9888,USA
08084,6981,USA
08085,21274,USA
08086,8358,USA
08087,25191,USA
08088,24095,USA
08089,3774,USA
08090,8537,USA
08091,5867,USA
08092,3596,USA
08093,9933,USA
08094,40774,USA
08095,56,USA
08096,36355,USA
08097,3283,USA
08098,9196,USA
08102,8413,USA
08103,12862,USA
08104,21951,USA
08105,26572,USA
08106,9698,USA
08107,13688,USA
08108,18618,USA
08109,23306,USA
08110,19599,USA
08201,10647,USA
08202,1350,USA
08203,7725,USA
08204,17090,USA
08205,28666,USA
08210,17635,USA
08212,305,USA
08215,14092,USA
08217,33,USA
08221,6971,USA
08223,4116,USA
08224,294,USA
08225,8442,USA
08226,11229,USA
08230,5908,USA
08232,19897,USA
08234,46906,USA
08240,2441,USA
08241,1101,USA
08242,4067,USA
08243,2104,USA
08244,10535,USA
08245,35,USA
08246,99,USA
08247,862,USA
08248,137,USA
08251,10075,USA
08260,12964,USA
08270,7913,USA
08302,47826,USA
08310,1776,USA
08311,1914,USA
08312,8465,USA
08314,280,USA
08316,327,USA
08317,1102,USA
08318,11896,USA
08319,1272,USA
08320,1054,USA
08321,189,USA
08322,10325,USA
08323,771,USA
08324,408,USA
08326,1600,USA
08327,3876,USA
08328,1302,USA
08329,220,USA
08330,29548,USA
08332,35396,USA
08340,862,USA
08341,1661,USA
08343,4810,USA
08344,5894,USA
08345,745,USA
08346,552,USA
08348,157,USA
08349,1895,USA
08350,611,USA
08352,409,USA
08353,444,USA
08360,43043,USA
08361,18669,USA
08401,38536,USA
08402,5291,USA
08403,967,USA
08406,9188,USA
08501,6574,USA
08502,11636,USA
08505,18178,USA
08510,5101,USA
08511,905,USA
08512,12897,USA
08514,4715,USA
08515,6344,USA
08518,5943,USA
08520,29291,USA
08525,4649,USA
08527,57925,USA
08528,401,USA
08530,7832,USA
08533,6764,USA
08534,12955,USA
08535,5273,USA
08536,20682,USA
08540,48216,USA
08542,3325,USA
08544,4349,USA
08550,21034,USA
08551,5540,USA
08553,743,USA
08554,3689,USA
08555,808,USA
08558,7754,USA
08559,5009,USA
08560,3553,USA
08561,330,USA
08562,5025,USA
08608,1269,USA
08609,14867,USA
08610,32649,USA
08611,31531,USA
08618,37544,USA
08619,23301,USA
08620,14633,USA
08628,10310,USA
08629,13359,USA
08638,23548,USA
08640,6508,USA
08641,4499,USA
08648,31955,USA
08690,19470,USA
08691,16866,USA
08701,135256,USA
08720,899,USA
08721,22050,USA
08722,10859,USA
08723,31272,USA
08724,41458,USA
08730,4982,USA
08731,20953,USA
08732,1471,USA
08733,2738,USA
08734,7702,USA
08735,3064,USA
08736,12566,USA
08738,979,USA
08740,1932,USA
08741,2739,USA
08742,25056,USA
08750,3505,USA
08751,3867,USA
08752,1961,USA
08753,64369,USA
08755,28643,USA
08757,34679,USA
08758,7582,USA
08759,34547,USA
08801,8345,USA
08802,3911,USA
08804,2987,USA
08805,13948,USA
08807,39299,USA
08809,7255,USA
08810,8170,USA
08812,14593,USA
08816,48729,USA
08817,48243,USA
08820,41169,USA
08821,391,USA
08822,31844,USA
08823,9282,USA
08824,13300,USA
08825,4494,USA
08826,5426,USA
08827,4531,USA
08828,2455,USA
08829,3566,USA
08830,20088,USA
08831,55123,USA
08832,3027,USA
08833,9117,USA
08835,10953,USA
08836,3908,USA
08837,18463,USA
08840,17841,USA
08844,43333,USA
08846,14636,USA
08848,8103,USA
08850,8325,USA
08852,18956,USA
08853,5445,USA
08854,60545,USA
08857,40675,USA
08858,117,USA
08859,24666,USA
08861,58039,USA
08863,12939,USA
08865,30537,USA
08867,5221,USA
08869,7835,USA
08872,20351,USA
08873,55500,USA
08876,22849,USA
08879,22965,USA
08880,4872,USA
08882,16118,USA
08884,8185,USA
08886,6697,USA
08887,1047,USA
08889,9928,USA
08890,43,USA
08901,56278,USA
08902,43296,USA
08904,15072,USA
10001,32612,USA
10002,82155,USA
10003,57076,USA
10004,4287,USA
10005,10639,USA
10006,4282,USA
10007,8421,USA
10009,61716,USA
10010,33991,USA
10011,53318,USA
10012,23125,USA
10013,31042,USA
10014,32590,USA
10016,62336,USA
10017,17401,USA
10018,11145,USA
10019,49029,USA
10020,0,USA
10021,45691,USA
10022,36708,USA
10023,71164,USA
10024,62250,USA
10025,95424,USA
10026,35644,USA
10027,64037,USA
10028,48116,USA
10029,78141,USA
10030,29686,USA
10031,56363,USA
10032,55170,USA
10033,50085,USA
10034,36778,USA
10035,35980,USA
10036,33868,USA
10037,19670,USA
10038,25332,USA
10039,29239,USA
10040,40405,USA
10044,11722,USA
10065,32891,USA
10069,6671,USA
10075,27796,USA
10103,10,USA
10110,14,USA
10111,6,USA
10112,5,USA
10115,0,USA
10119,154,USA
10128,64249,USA
10152,48,USA
10153,0,USA
10154,0,USA
10162,1814,USA
10165,20,USA
10167,0,USA
10168,0,USA
10169,0,USA
10170,40,USA
10171,17,USA
10172,0,USA
10173,2,USA
10174,17,USA
10177,0,USA
10199,71,USA
10271,0,USA
10278,6,USA
10279,236,USA
10280,8993,USA
10282,5847,USA
10301,41474,USA
10302,20931,USA
10303,28155,USA
10304,46944,USA
10305,44008,USA
10306,57919,USA
10307,14129,USA
10308,28198,USA
10309,33523,USA
10310,26667,USA
10311,0,USA
10312,61642,USA
10314,92157,USA
10451,51536,USA
10452,77564,USA
10453,81951,USA
10454,40232,USA
10455,43804,USA
10456,93412,USA
10457,77488,USA
10458,81299,USA
10459,50984,USA
10460,62625,USA
10461,54901,USA
10462,84655,USA
10463,71301,USA
10464,4592,USA
10465,45799,USA
10466,70420,USA
10467,103660,USA
10468,78238,USA
10469,71571,USA
10470,16686,USA
10471,25121,USA
10472,72245,USA
10473,62692,USA
10474,12013,USA
10475,42609,USA
10501,1486,USA
10502,6261,USA
10503,121,USA
10504,8258,USA
10505,1431,USA
10506,5762,USA
10507,6521,USA
10509,19501,USA
10510,10010,USA
10511,2369,USA
10512,24664,USA
10514,12568,USA
10516,5462,USA
10517,549,USA
10518,1327,USA
10519,278,USA
10520,13226,USA
10522,11587,USA
10523,9489,USA
10524,4447,USA
10526,1865,USA
10527,785,USA
10528,13108,USA
10530,13037,USA
10532,5115,USA
10533,7705,USA
10535,531,USA
10536,10792,USA
10537,2527,USA
10538,18318,USA
10540,19,USA
10541,25651,USA
10542,85,USA
10543,21296,USA
10545,160,USA
10546,1426,USA
10547,7293,USA
10548,3743,USA
10549,16837,USA
10550,41137,USA
10552,21296,USA
10553,11281,USA
10560,4854,USA
10562,34252,USA
10566,25384,USA
10567,20400,USA
10570,13986,USA
10573,41758,USA
10576,5099,USA
10577,6008,USA
10578,721,USA
10579,8633,USA
10580,18268,USA
10583,41589,USA
10588,2430,USA
10589,8510,USA
10590,6556,USA
10591,23301,USA
10594,5028,USA
10595,7264,USA
10596,1519,USA
10597,1000,USA
10598,29040,USA
10601,11882,USA
10603,18033,USA
10604,11526,USA
10605,19438,USA
10606,16929,USA
10607,7441,USA
10701,68704,USA
10703,22571,USA
10704,32426,USA
10705,41785,USA
10706,9339,USA
10707,10553,USA
10708,22299,USA
10709,10131,USA
10710,26725,USA
10801,42949,USA
10803,13255,USA
10804,14455,USA
10805,18479,USA
10901,25145,USA
10910,34,USA
10911,27,USA
10913,5647,USA
10914,605,USA
10915,81,USA
10916,4604,USA
10917,1973,USA
10918,12547,USA
10919,1123,USA
10920,8727,USA
10921,4205,USA
10922,1026,USA
10923,9489,USA
10924,14006,USA
10925,4341,USA
10926,3645,USA
10927,12323,USA
10928,4637,USA
10930,9331,USA
10931,967,USA
10932,47,USA
10933,445,USA
10940,52803,USA
10941,14549,USA
10950,62741,USA
10952,47426,USA
10953,57,USA
10954,24248,USA
10956,32499,USA
10958,3562,USA
10960,14680,USA
10962,5049,USA
10963,3663,USA
10964,1457,USA
10965,15342,USA
10968,2435,USA
10969,1282,USA
10970,11211,USA
10973,2053,USA
10974,3395,USA
10975,267,USA
10976,2269,USA
10977,71049,USA
10979,115,USA
10980,13289,USA
10983,5777,USA
10984,2680,USA
10985,147,USA
10986,1858,USA
10987,4454,USA
10988,603,USA
10989,8993,USA
10990,19877,USA
10992,9301,USA
10993,5113,USA
10994,7242,USA
10996,7276,USA
10998,3588,USA
11001,27662,USA
11003,43979,USA
11004,13608,USA
11005,1945,USA
11010,25013,USA
11020,6363,USA
11021,19376,USA
11023,10213,USA
11024,8623,USA
11030,17898,USA
11040,43075,USA
11042,19,USA
11050,31512,USA
11096,9645,USA
11101,48867,USA
11102,37468,USA
11103,37362,USA
11104,27407,USA
11105,38001,USA
11106,41722,USA
11109,8400,USA
11201,69703,USA
11203,81824,USA
11204,85885,USA
11205,50474,USA
11206,91549,USA
11207,100330,USA
11208,101958,USA
11209,73239,USA
11210,62805,USA
11211,68540,USA
11212,91574,USA
11213,67217,USA
11214,96560,USA
11215,67493,USA
11216,61251,USA
11217,42417,USA
11218,78642,USA
11219,103447,USA
11220,105797,USA
11221,89222,USA
11222,41957,USA
11223,83519,USA
11224,46019,USA
11225,58786,USA
11226,101727,USA
11228,45906,USA
11229,83669,USA
11230,91391,USA
11231,37240,USA
11232,30181,USA
11233,75399,USA
11234,92133,USA
11235,88482,USA
11236,100687,USA
11237,49418,USA
11238,60090,USA
11239,17038,USA
11249,42024,USA
11354,61276,USA
11355,89465,USA
11356,28310,USA
11357,42319,USA
11358,40435,USA
11359,0,USA
11360,20039,USA
11361,29116,USA
11362,18139,USA
11363,7208,USA
11364,37032,USA
11365,46908,USA
11366,14430,USA
11367,43112,USA
11368,117110,USA
11369,40805,USA
11370,34683,USA
11371,0,USA
11372,68000,USA
11373,105712,USA
11374,47129,USA
11375,72851,USA
11377,91512,USA
11378,38288,USA
11379,37906,USA
11385,100883,USA
11411,19579,USA
11412,37958,USA
11413,42978,USA
11414,27320,USA
11415,20241,USA
11416,28381,USA
11417,31229,USA
11418,37596,USA
11419,47430,USA
11420,47383,USA
11421,42586,USA
11422,32839,USA
11423,31985,USA
11424,0,USA
11426,19343,USA
11427,24555,USA
11428,19516,USA
11429,25895,USA
11430,571,USA
11432,65743,USA
11433,39071,USA
11434,66964,USA
11435,58980,USA
11436,20620,USA
11439,2376,USA
11451,1,USA
11501,21189,USA
11507,7449,USA
11509,2433,USA
11510,34617,USA
11514,4635,USA
11516,8394,USA
11518,10869,USA
11520,45121,USA
11530,28851,USA
11542,29171,USA
11545,12008,USA
11547,995,USA
11548,2313,USA
11549,2337,USA
11550,61901,USA
11552,24903,USA
11553,26929,USA
11554,37796,USA
11556,18,USA
11557,8659,USA
11558,8954,USA
11559,8709,USA
11560,6860,USA
11561,39132,USA
11563,23349,USA
11565,8845,USA
11566,35147,USA
11568,4168,USA
11569,1527,USA
11570,29023,USA
11572,31157,USA
11575,18048,USA
11576,12962,USA
11577,12695,USA
11579,5039,USA
