ZIP,COUNTYNAME,STATE,COUNTRY
10975,Orange County,NY,USA
12542,Orange County,NY,USA
10959,Orange County,NY,USA
10940,Orange County,NY,USA
10921,Orange County,NY,USA
10987,Orange County,NY,USA
12520,Orange County,NY,USA
12746,Orange County,NY,USA
12785,Orange County,NY,USA
10932,Orange County,NY,USA
10928,Orange County,NY,USA
10941,Orange County,NY,USA
12550,Orange County,NY,USA
10933,Orange County,NY,USA
10916,Orange County,NY,USA
10918,Orange County,NY,USA
10998,Orange County,NY,USA
10990,Orange County,NY,USA
10981,Orange County,NY,USA
12577,Orange County,NY,USA
12552,Orange County,NY,USA
12729,Orange County,NY,USA
10926,Orange County,NY,USA
10910,Orange County,NY,USA
10917,Orange County,NY,USA
10992,Orange County,NY,USA
12518,Orange County,NY,USA
10958,Orange County,NY,USA
12543,Orange County,NY,USA
12771,Orange County,NY,USA
12584,Orange County,NY,USA
12721,Orange County,NY,USA
10988,Orange County,NY,USA
12754,Orange County,NY,USA
10925,Orange County,NY,USA
10950,Orange County,NY,USA
12553,Orange County,NY,USA
12551,Orange County,NY,USA
12780,Orange County,NY,USA
10912,Orange County,NY,USA
10969,Orange County,NY,USA
12566,Orange County,NY,USA
12586,Orange County,NY,USA
10949,Orange County,NY,USA
10919,Orange County,NY,USA
10922,Orange County,NY,USA
10953,Orange County,NY,USA
10915,Orange County,NY,USA
14477,Orleans County,NY,USA
14429,Orleans County,NY,USA
14103,Orleans County,NY,USA
14470,Orleans County,NY,USA
14416,Orleans County,NY,USA
14420,Orleans County,NY,USA
14479,Orleans County,NY,USA
14476,Orleans County,NY,USA
14422,Orleans County,NY,USA
14098,Orleans County,NY,USA
14452,Orleans County,NY,USA
14411,Orleans County,NY,USA
14125,Orleans County,NY,USA
14105,Orleans County,NY,USA
14571,Orleans County,NY,USA
14012,Orleans County,NY,USA
14464,Orleans County,NY,USA
14058,Orleans County,NY,USA
13131,Oswego County,NY,USA
13135,Oswego County,NY,USA
13111,Oswego County,NY,USA
13661,Oswego County,NY,USA
13103,Oswego County,NY,USA
13036,Oswego County,NY,USA
13114,Oswego County,NY,USA
13493,Oswego County,NY,USA
13483,Oswego County,NY,USA
13093,Oswego County,NY,USA
13083,Oswego County,NY,USA
13076,Oswego County,NY,USA
13132,Oswego County,NY,USA
13115,Oswego County,NY,USA
13121,Oswego County,NY,USA
13074,Oswego County,NY,USA
13142,Oswego County,NY,USA
13316,Oswego County,NY,USA
13069,Oswego County,NY,USA
13167,Oswego County,NY,USA
13437,Oswego County,NY,USA
13042,Oswego County,NY,USA
13126,Oswego County,NY,USA
13302,Oswego County,NY,USA
13044,Oswego County,NY,USA
13426,Oswego County,NY,USA
13156,Oswego County,NY,USA
13028,Oswego County,NY,USA
13145,Oswego County,NY,USA
13144,Oswego County,NY,USA
13439,Otsego County,NY,USA
13485,Otsego County,NY,USA
12043,Otsego County,NY,USA
13747,Otsego County,NY,USA
12197,Otsego County,NY,USA
13335,Otsego County,NY,USA
13337,Otsego County,NY,USA
13810,Otsego County,NY,USA
13776,Otsego County,NY,USA
13333,Otsego County,NY,USA
13838,Otsego County,NY,USA
13459,Otsego County,NY,USA
13315,Otsego County,NY,USA
13820,Otsego County,NY,USA
13861,Otsego County,NY,USA
13348,Otsego County,NY,USA
13320,Otsego County,NY,USA
13450,Otsego County,NY,USA
13317,Otsego County,NY,USA
13457,Otsego County,NY,USA
13411,Otsego County,NY,USA
13825,Otsego County,NY,USA
13849,Otsego County,NY,USA
13482,Otsego County,NY,USA
13750,Otsego County,NY,USA
12149,Otsego County,NY,USA
13326,Otsego County,NY,USA
13796,Otsego County,NY,USA
13843,Otsego County,NY,USA
13468,Otsego County,NY,USA
13415,Otsego County,NY,USA
13733,Otsego County,NY,USA
13859,Otsego County,NY,USA
12116,Otsego County,NY,USA
13807,Otsego County,NY,USA
13834,Otsego County,NY,USA
13809,Otsego County,NY,USA
12155,Otsego County,NY,USA
13491,Otsego County,NY,USA
13808,Otsego County,NY,USA
13342,Otsego County,NY,USA
12064,Otsego County,NY,USA
13361,Otsego County,NY,USA
12036,Otsego County,NY,USA
13488,Otsego County,NY,USA
10512,Putnam County,NY,USA
10541,Putnam County,NY,USA
12524,Putnam County,NY,USA
10579,Putnam County,NY,USA
12533,Putnam County,NY,USA
10567,Putnam County,NY,USA
10524,Putnam County,NY,USA
10537,Putnam County,NY,USA
12582,Putnam County,NY,USA
12564,Putnam County,NY,USA
10542,Putnam County,NY,USA
10509,Putnam County,NY,USA
12563,Putnam County,NY,USA
10588,Putnam County,NY,USA
10516,Putnam County,NY,USA
12531,Putnam County,NY,USA
11102,Queens County,NY,USA
11105,Queens County,NY,USA
11381,Queens County,NY,USA
11357,Queens County,NY,USA
11421,Queens County,NY,USA
11697,Queens County,NY,USA
11004,Queens County,NY,USA
11001,Queens County,NY,USA
11109,Queens County,NY,USA
11374,Queens County,NY,USA
11361,Queens County,NY,USA
11420,Queens County,NY,USA
11423,Queens County,NY,USA
11434,Queens County,NY,USA
11431,Queens County,NY,USA
11386,Queens County,NY,USA
11430,Queens County,NY,USA
11003,Queens County,NY,USA
11559,Queens County,NY,USA
11368,Queens County,NY,USA
11370,Queens County,NY,USA
11377,Queens County,NY,USA
11380,Queens County,NY,USA
11363,Queens County,NY,USA
11360,Queens County,NY,USA
11435,Queens County,NY,USA
11359,Queens County,NY,USA
11439,Queens County,NY,USA
11499,Queens County,NY,USA
11451,Queens County,NY,USA
11372,Queens County,NY,USA
11367,Queens County,NY,USA
11358,Queens County,NY,USA
11419,Queens County,NY,USA
11422,Queens County,NY,USA
11691,Queens County,NY,USA
11694,Queens County,NY,USA
11416,Queens County,NY,USA
11371,Queens County,NY,USA
11351,Queens County,NY,USA
11580,Queens County,NY,USA
11365,Queens County,NY,USA
11375,Queens County,NY,USA
11385,Queens County,NY,USA
11411,Queens County,NY,USA
11413,Queens County,NY,USA
11417,Queens County,NY,USA
11414,Queens County,NY,USA
11693,Queens County,NY,USA
11405,Queens County,NY,USA
11020,Queens County,NY,USA
11424,Queens County,NY,USA
11425,Queens County,NY,USA
11103,Queens County,NY,USA
11106,Queens County,NY,USA
11366,Queens County,NY,USA
11412,Queens County,NY,USA
11364,Queens County,NY,USA
11356,Queens County,NY,USA
11352,Queens County,NY,USA
11432,Queens County,NY,USA
11436,Queens County,NY,USA
11208,Queens County,NY,USA
11369,Queens County,NY,USA
11379,Queens County,NY,USA
11355,Queens County,NY,USA
11354,Queens County,NY,USA
11429,Queens County,NY,USA
11433,Queens County,NY,USA
11418,Queens County,NY,USA
11692,Queens County,NY,USA
11005,Queens County,NY,USA
11040,Queens County,NY,USA
11101,Queens County,NY,USA
11104,Queens County,NY,USA
11373,Queens County,NY,USA
11378,Queens County,NY,USA
11362,Queens County,NY,USA
11415,Queens County,NY,USA
11426,Queens County,NY,USA
11428,Queens County,NY,USA
11427,Queens County,NY,USA
12062,Rensselaer County,NY,USA
12180,Rensselaer County,NY,USA
12198,Rensselaer County,NY,USA
12138,Rensselaer County,NY,USA
12057,Rensselaer County,NY,USA
12082,Rensselaer County,NY,USA
12184,Rensselaer County,NY,USA
12040,Rensselaer County,NY,USA
12063,Rensselaer County,NY,USA
12169,Rensselaer County,NY,USA
12061,Rensselaer County,NY,USA
12185,Rensselaer County,NY,USA
12168,Rensselaer County,NY,USA
12028,Rensselaer County,NY,USA
12153,Rensselaer County,NY,USA
12140,Rensselaer County,NY,USA
12144,Rensselaer County,NY,USA
12052,Rensselaer County,NY,USA
12089,Rensselaer County,NY,USA
12018,Rensselaer County,NY,USA
12090,Rensselaer County,NY,USA
12121,Rensselaer County,NY,USA
12154,Rensselaer County,NY,USA
12033,Rensselaer County,NY,USA
12182,Rensselaer County,NY,USA
12181,Rensselaer County,NY,USA
12156,Rensselaer County,NY,USA
12133,Rensselaer County,NY,USA
12196,Rensselaer County,NY,USA
12094,Rensselaer County,NY,USA
12118,Rensselaer County,NY,USA
12022,Rensselaer County,NY,USA
12123,Rensselaer County,NY,USA
12024,Rensselaer County,NY,USA
10310,Richmond County,NY,USA
10302,Richmond County,NY,USA
10312,Richmond County,NY,USA
10308,Richmond County,NY,USA
10313,Richmond County,NY,USA
10304,Richmond County,NY,USA
10305,Richmond County,NY,USA
10309,Richmond County,NY,USA
10307,Richmond County,NY,USA
10311,Richmond County,NY,USA
10303,Richmond County,NY,USA
10301,Richmond County,NY,USA
10314,Richmond County,NY,USA
10306,Richmond County,NY,USA
10980,Rockland County,NY,USA
10993,Rockland County,NY,USA
10976,Rockland County,NY,USA
10952,Rockland County,NY,USA
10956,Rockland County,NY,USA
10920,Rockland County,NY,USA
10986,Rockland County,NY,USA
10954,Rockland County,NY,USA
10984,Rockland County,NY,USA
10982,Rockland County,NY,USA
10911,Rockland County,NY,USA
10983,Rockland County,NY,USA
10994,Rockland County,NY,USA
10923,Rockland County,NY,USA
10927,Rockland County,NY,USA
10968,Rockland County,NY,USA
10965,Rockland County,NY,USA
10974,Rockland County,NY,USA
10977,Rockland County,NY,USA
10970,Rockland County,NY,USA
10962,Rockland County,NY,USA
10960,Rockland County,NY,USA
10901,Rockland County,NY,USA
10913,Rockland County,NY,USA
10989,Rockland County,NY,USA
10964,Rockland County,NY,USA
10931,Rockland County,NY,USA
13642,St. Lawrence County,NY,USA
13664,St. Lawrence County,NY,USA
13658,St. Lawrence County,NY,USA
13617,St. Lawrence County,NY,USA
13613,St. Lawrence County,NY,USA
13646,St. Lawrence County,NY,USA
13667,St. Lawrence County,NY,USA
12965,St. Lawrence County,NY,USA
13687,St. Lawrence County,NY,USA
13670,St. Lawrence County,NY,USA
13672,St. Lawrence County,NY,USA
12914,St. Lawrence County,NY,USA
13696,St. Lawrence County,NY,USA
12967,St. Lawrence County,NY,USA
13668,St. Lawrence County,NY,USA
13652,St. Lawrence County,NY,USA
13648,St. Lawrence County,NY,USA
13694,St. Lawrence County,NY,USA
13679,St. Lawrence County,NY,USA
12980,St. Lawrence County,NY,USA
13639,St. Lawrence County,NY,USA
12922,St. Lawrence County,NY,USA
13625,St. Lawrence County,NY,USA
13660,St. Lawrence County,NY,USA
13680,St. Lawrence County,NY,USA
13666,St. Lawrence County,NY,USA
12949,St. Lawrence County,NY,USA
12930,St. Lawrence County,NY,USA
13678,St. Lawrence County,NY,USA
13647,St. Lawrence County,NY,USA
13623,St. Lawrence County,NY,USA
13690,St. Lawrence County,NY,USA
13614,St. Lawrence County,NY,USA
13645,St. Lawrence County,NY,USA
13677,St. Lawrence County,NY,USA
13654,St. Lawrence County,NY,USA
13676,St. Lawrence County,NY,USA
13699,St. Lawrence County,NY,USA
12986,St. Lawrence County,NY,USA
13684,St. Lawrence County,NY,USA
13695,St. Lawrence County,NY,USA
13633,St. Lawrence County,NY,USA
13662,St. Lawrence County,NY,USA
13681,St. Lawrence County,NY,USA
13697,St. Lawrence County,NY,USA
13608,St. Lawrence County,NY,USA
13669,St. Lawrence County,NY,USA
13630,St. Lawrence County,NY,USA
13621,St. Lawrence County,NY,USA
13635,St. Lawrence County,NY,USA
13649,St. Lawrence County,NY,USA
12927,St. Lawrence County,NY,USA
12973,St. Lawrence County,NY,USA
12884,Saratoga County,NY,USA
12188,Saratoga County,NY,USA
12118,Saratoga County,NY,USA
12148,Saratoga County,NY,USA
12086,Saratoga County,NY,USA
12302,Saratoga County,NY,USA
12020,Saratoga County,NY,USA
12019,Saratoga County,NY,USA
12027,Saratoga County,NY,USA
12866,Saratoga County,NY,USA
12850,Saratoga County,NY,USA
12828,Saratoga County,NY,USA
12835,Saratoga County,NY,USA
12170,Saratoga County,NY,USA
12025,Saratoga County,NY,USA
12134,Saratoga County,NY,USA
12871,Saratoga County,NY,USA
12010,Saratoga County,NY,USA
12803,Saratoga County,NY,USA
12859,Saratoga County,NY,USA
12831,Saratoga County,NY,USA
12074,Saratoga County,NY,USA
12863,Saratoga County,NY,USA
12151,Saratoga County,NY,USA
12065,Saratoga County,NY,USA
12822,Saratoga County,NY,USA
12833,Saratoga County,NY,USA
12009,Schenectady County,NY,USA
12304,Schenectady County,NY,USA
12303,Schenectady County,NY,USA
12056,Schenectady County,NY,USA
12150,Schenectady County,NY,USA
12306,Schenectady County,NY,USA
12137,Schenectady County,NY,USA
12345,Schenectady County,NY,USA
12305,Schenectady County,NY,USA
12008,Schenectady County,NY,USA
12157,Schenectady County,NY,USA
12053,Schenectady County,NY,USA
12066,Schenectady County,NY,USA
12309,Schenectady County,NY,USA
12301,Schenectady County,NY,USA
12019,Schenectady County,NY,USA
12302,Schenectady County,NY,USA
12308,Schenectady County,NY,USA
12307,Schenectady County,NY,USA
12010,Schenectady County,NY,USA
12027,Schenectady County,NY,USA
12141,Schenectady County,NY,USA
12035,Schoharie County,NY,USA
12036,Schoharie County,NY,USA
12043,Schoharie County,NY,USA
12175,Schoharie County,NY,USA
12092,Schoharie County,NY,USA
12160,Schoharie County,NY,USA
12071,Schoharie County,NY,USA
12131,Schoharie County,NY,USA
12167,Schoharie County,NY,USA
12023,Schoharie County,NY,USA
12194,Schoharie County,NY,USA
12197,Schoharie County,NY,USA
12066,Schoharie County,NY,USA
12157,Schoharie County,NY,USA
13459,Schoharie County,NY,USA
12053,Schoharie County,NY,USA
12076,Schoharie County,NY,USA
12064,Schoharie County,NY,USA
13320,Schoharie County,NY,USA
12122,Schoharie County,NY,USA
12093,Schoharie County,NY,USA
12187,Schoharie County,NY,USA
12073,Schoharie County,NY,USA
12149,Schoharie County,NY,USA
12469,Schoharie County,NY,USA
12031,Schoharie County,NY,USA
12166,Schoharie County,NY,USA
14891,Schuyler County,NY,USA
14815,Schuyler County,NY,USA
14893,Schuyler County,NY,USA
14841,Schuyler County,NY,USA
14869,Schuyler County,NY,USA
14812,Schuyler County,NY,USA
14886,Schuyler County,NY,USA
14870,Schuyler County,NY,USA
14865,Schuyler County,NY,USA
14878,Schuyler County,NY,USA
14838,Schuyler County,NY,USA
14818,Schuyler County,NY,USA
14867,Schuyler County,NY,USA
14863,Schuyler County,NY,USA
14805,Schuyler County,NY,USA
14824,Schuyler County,NY,USA
14837,Schuyler County,NY,USA
14887,Schuyler County,NY,USA
14864,Schuyler County,NY,USA
14876,Schuyler County,NY,USA
14889,Schuyler County,NY,USA
14840,Schuyler County,NY,USA
14588,Seneca County,NY,USA
14847,Seneca County,NY,USA
14886,Seneca County,NY,USA
14541,Seneca County,NY,USA
14521,Seneca County,NY,USA
13165,Seneca County,NY,USA
14860,Seneca County,NY,USA
13146,Seneca County,NY,USA
14433,Seneca County,NY,USA
14841,Seneca County,NY,USA
14456,Seneca County,NY,USA
14489,Seneca County,NY,USA
13148,Seneca County,NY,USA
13065,Seneca County,NY,USA
14532,Seneca County,NY,USA
14843,Steuben County,NY,USA
14885,Steuben County,NY,USA
14814,Steuben County,NY,USA
14858,Steuben County,NY,USA
14821,Steuben County,NY,USA
14809,Steuben County,NY,USA
14529,Steuben County,NY,USA
14840,Steuben County,NY,USA
14873,Steuben County,NY,USA
14898,Steuben County,NY,USA
14819,Steuben County,NY,USA
14808,Steuben County,NY,USA
14839,Steuben County,NY,USA
14827,Steuben County,NY,USA
14572,Steuben County,NY,USA
14879,Steuben County,NY,USA
14855,Steuben County,NY,USA
14810,Steuben County,NY,USA
14801,Steuben County,NY,USA
14807,Steuben County,NY,USA
14897,Steuben County,NY,USA
14812,Steuben County,NY,USA
14806,Steuben County,NY,USA
14437,Steuben County,NY,USA
14871,Steuben County,NY,USA
14874,Steuben County,NY,USA
14820,Steuben County,NY,USA
14870,Steuben County,NY,USA
14877,Steuben County,NY,USA
14830,Steuben County,NY,USA
14823,Steuben County,NY,USA
14837,Steuben County,NY,USA
14418,Steuben County,NY,USA
14856,Steuben County,NY,USA
14512,Steuben County,NY,USA
14815,Steuben County,NY,USA
14803,Steuben County,NY,USA
14826,Steuben County,NY,USA
14831,Steuben County,NY,USA
11705,Suffolk County,NY,USA
11769,Suffolk County,NY,USA
11717,Suffolk County,NY,USA
11726,Suffolk County,NY,USA
11724,Suffolk County,NY,USA
11776,Suffolk County,NY,USA
11784,Suffolk County,NY,USA
11941,Suffolk County,NY,USA
11980,Suffolk County,NY,USA
11790,Suffolk County,NY,USA
11932,Suffolk County,NY,USA
11795,Suffolk County,NY,USA
11718,Suffolk County,NY,USA
11770,Suffolk County,NY,USA
11962,Suffolk County,NY,USA
11973,Suffolk County,NY,USA
11751,Suffolk County,NY,USA
11778,Suffolk County,NY,USA
11935,Suffolk County,NY,USA
11933,Suffolk County,NY,USA
11976,Suffolk County,NY,USA
11788,Suffolk County,NY,USA
11957,Suffolk County,NY,USA
11794,Suffolk County,NY,USA
6390,Suffolk County,NY,USA
11930,Suffolk County,NY,USA
11706,Suffolk County,NY,USA
11749,Suffolk County,NY,USA
11722,Suffolk County,NY,USA
11725,Suffolk County,NY,USA
11729,Suffolk County,NY,USA
11719,Suffolk County,NY,USA
11731,Suffolk County,NY,USA
11967,Suffolk County,NY,USA
11739,Suffolk County,NY,USA
11965,Suffolk County,NY,USA
11960,Suffolk County,NY,USA
11959,Suffolk County,NY,USA
11738,Suffolk County,NY,USA
11743,Suffolk County,NY,USA
11747,Suffolk County,NY,USA
11746,Suffolk County,NY,USA
11733,Suffolk County,NY,USA
11763,Suffolk County,NY,USA
11767,Suffolk County,NY,USA
11754,Suffolk County,NY,USA
11727,Suffolk County,NY,USA
11780,Suffolk County,NY,USA
11952,Suffolk County,NY,USA
11951,Suffolk County,NY,USA
11958,Suffolk County,NY,USA
11789,Suffolk County,NY,USA
11977,Suffolk County,NY,USA
11972,Suffolk County,NY,USA
11713,Suffolk County,NY,USA
11742,Suffolk County,NY,USA
11768,Suffolk County,NY,USA
11730,Suffolk County,NY,USA
11716,Suffolk County,NY,USA
11787,Suffolk County,NY,USA
11782,Suffolk County,NY,USA
11954,Suffolk County,NY,USA
11963,Suffolk County,NY,USA
11796,Suffolk County,NY,USA
11715,Suffolk County,NY,USA
11975,Suffolk County,NY,USA
11970,Suffolk County,NY,USA
11755,Suffolk County,NY,USA
11764,Suffolk County,NY,USA
11779,Suffolk County,NY,USA
11772,Suffolk County,NY,USA
11939,Suffolk County,NY,USA
11946,Suffolk County,NY,USA
11950,Suffolk County,NY,USA
11968,Suffolk County,NY,USA
11978,Suffolk County,NY,USA
11792,Suffolk County,NY,USA
11931,Suffolk County,NY,USA
11701,Suffolk County,NY,USA
11704,Suffolk County,NY,USA
11703,Suffolk County,NY,USA
11740,Suffolk County,NY,USA
11720,Suffolk County,NY,USA
11934,Suffolk County,NY,USA
11937,Suffolk County,NY,USA
11942,Suffolk County,NY,USA
11949,Suffolk County,NY,USA
11944,Suffolk County,NY,USA
11971,Suffolk County,NY,USA
11940,Suffolk County,NY,USA
11964,Suffolk County,NY,USA
11947,Suffolk County,NY,USA
11956,Suffolk County,NY,USA
11791,Suffolk County,NY,USA
11702,Suffolk County,NY,USA
11741,Suffolk County,NY,USA
11735,Suffolk County,NY,USA
11752,Suffolk County,NY,USA
11757,Suffolk County,NY,USA
11766,Suffolk County,NY,USA
11721,Suffolk County,NY,USA
11777,Suffolk County,NY,USA
11786,Suffolk County,NY,USA
11955,Suffolk County,NY,USA
11953,Suffolk County,NY,USA
11961,Suffolk County,NY,USA
11948,Suffolk County,NY,USA
11969,Suffolk County,NY,USA
11901,Suffolk County,NY,USA
11798,Suffolk County,NY,USA
501,Suffolk County,NY,USA
12701,Sullivan County,NY,USA
12759,Sullivan County,NY,USA
12766,Sullivan County,NY,USA
12723,Sullivan County,NY,USA
12778,Sullivan County,NY,USA
12751,Sullivan County,NY,USA
12775,Sullivan County,NY,USA
12758,Sullivan County,NY,USA
10940,Sullivan County,NY,USA
12742,Sullivan County,NY,USA
12725,Sullivan County,NY,USA
12767,Sullivan County,NY,USA
12784,Sullivan County,NY,USA
12791,Sullivan County,NY,USA
12748,Sullivan County,NY,USA
12789,Sullivan County,NY,USA
12726,Sullivan County,NY,USA
12722,Sullivan County,NY,USA
12458,Sullivan County,NY,USA
12750,Sullivan County,NY,USA
12745,Sullivan County,NY,USA
12743,Sullivan County,NY,USA
12764,Sullivan County,NY,USA
12790,Sullivan County,NY,USA
12779,Sullivan County,NY,USA
12740,Sullivan County,NY,USA
12792,Sullivan County,NY,USA
12780,Sullivan County,NY,USA
12736,Sullivan County,NY,USA
12721,Sullivan County,NY,USA
12732,Sullivan County,NY,USA
12754,Sullivan County,NY,USA
12737,Sullivan County,NY,USA
12729,Sullivan County,NY,USA
12768,Sullivan County,NY,USA
12777,Sullivan County,NY,USA
12752,Sullivan County,NY,USA
12741,Sullivan County,NY,USA
12762,Sullivan County,NY,USA
12781,Sullivan County,NY,USA
12776,Sullivan County,NY,USA
12788,Sullivan County,NY,USA
12783,Sullivan County,NY,USA
12786,Sullivan County,NY,USA
12747,Sullivan County,NY,USA
12763,Sullivan County,NY,USA
12760,Sullivan County,NY,USA
12720,Sullivan County,NY,USA
12566,Sullivan County,NY,USA
12734,Sullivan County,NY,USA
12787,Sullivan County,NY,USA
12733,Sullivan County,NY,USA
12724,Sullivan County,NY,USA
12719,Sullivan County,NY,USA
12770,Sullivan County,NY,USA
12765,Sullivan County,NY,USA
12738,Sullivan County,NY,USA
12749,Sullivan County,NY,USA
12769,Sullivan County,NY,USA
13734,Tioga County,NY,USA
13840,Tioga County,NY,USA
13827,Tioga County,NY,USA
13736,Tioga County,NY,USA
13845,Tioga County,NY,USA
14889,Tioga County,NY,USA
13812,Tioga County,NY,USA
13835,Tioga County,NY,USA
13743,Tioga County,NY,USA
14883,Tioga County,NY,USA
14817,Tioga County,NY,USA
13811,Tioga County,NY,USA
14892,Tioga County,NY,USA
13864,Tioga County,NY,USA
13760,Tioga County,NY,USA
13732,Tioga County,NY,USA
14859,Tioga County,NY,USA
14881,Tompkins County,NY,USA
13073,Tompkins County,NY,USA
13068,Tompkins County,NY,USA
13736,Tompkins County,NY,USA
14882,Tompkins County,NY,USA
13864,Tompkins County,NY,USA
13062,Tompkins County,NY,USA
13053,Tompkins County,NY,USA
14851,Tompkins County,NY,USA
13081,Tompkins County,NY,USA
14854,Tompkins County,NY,USA
14850,Tompkins County,NY,USA
14852,Tompkins County,NY,USA
14886,Tompkins County,NY,USA
13045,Tompkins County,NY,USA
14883,Tompkins County,NY,USA
14867,Tompkins County,NY,USA
14853,Tompkins County,NY,USA
14817,Tompkins County,NY,USA
13092,Tompkins County,NY,USA
13102,Tompkins County,NY,USA
12401,Ulster County,NY,USA
12464,Ulster County,NY,USA
12457,Ulster County,NY,USA
12402,Ulster County,NY,USA
12494,Ulster County,NY,USA
12475,Ulster County,NY,USA
12420,Ulster County,NY,USA
12542,Ulster County,NY,USA
12433,Ulster County,NY,USA
12456,Ulster County,NY,USA
12419,Ulster County,NY,USA
12493,Ulster County,NY,USA
12491,Ulster County,NY,USA
12448,Ulster County,NY,USA
12566,Ulster County,NY,USA
12409,Ulster County,NY,USA
12411,Ulster County,NY,USA
12515,Ulster County,NY,USA
12486,Ulster County,NY,USA
12472,Ulster County,NY,USA
12740,Ulster County,NY,USA
12463,Ulster County,NY,USA
12568,Ulster County,NY,USA
12416,Ulster County,NY,USA
12410,Ulster County,NY,USA
12548,Ulster County,NY,USA
12461,Ulster County,NY,USA
12440,Ulster County,NY,USA
12484,Ulster County,NY,USA
12725,Ulster County,NY,USA
12758,Ulster County,NY,USA
12465,Ulster County,NY,USA
12489,Ulster County,NY,USA
12471,Ulster County,NY,USA
12432,Ulster County,NY,USA
12789,Ulster County,NY,USA
12429,Ulster County,NY,USA
12477,Ulster County,NY,USA
12480,Ulster County,NY,USA
12547,Ulster County,NY,USA
12406,Ulster County,NY,USA
12495,Ulster County,NY,USA
12490,Ulster County,NY,USA
12417,Ulster County,NY,USA
12588,Ulster County,NY,USA
12449,Ulster County,NY,USA
12525,Ulster County,NY,USA
12561,Ulster County,NY,USA
12589,Ulster County,NY,USA
12412,Ulster County,NY,USA
12443,Ulster County,NY,USA
12487,Ulster County,NY,USA
12586,Ulster County,NY,USA
12763,Ulster County,NY,USA
12404,Ulster County,NY,USA
12428,Ulster County,NY,USA
12528,Ulster County,NY,USA
12481,Ulster County,NY,USA
12458,Ulster County,NY,USA
12441,Ulster County,NY,USA
12483,Ulster County,NY,USA
12435,Ulster County,NY,USA
12498,Ulster County,NY,USA
12446,Ulster County,NY,USA
12466,Ulster County,NY,USA
12453,Ulster County,NY,USA
12845,Warren County,NY,USA
12824,Warren County,NY,USA
12885,Warren County,NY,USA
12860,Warren County,NY,USA
12803,Warren County,NY,USA
12820,Warren County,NY,USA
12801,Warren County,NY,USA
12815,Warren County,NY,USA
12856,Warren County,NY,USA
12862,Warren County,NY,USA
12808,Warren County,NY,USA
12846,Warren County,NY,USA
12836,Warren County,NY,USA
12814,Warren County,NY,USA
12886,Warren County,NY,USA
12857,Warren County,NY,USA
12870,Warren County,NY,USA
12835,Warren County,NY,USA
12804,Warren County,NY,USA
12853,Warren County,NY,USA
12878,Warren County,NY,USA
12874,Warren County,NY,USA
12811,Warren County,NY,USA
12817,Warren County,NY,USA
12843,Warren County,NY,USA
12844,Warren County,NY,USA
12810,Warren County,NY,USA
12839,Warren County,NY,USA
12816,Washington County,NY,USA
12861,Washington County,NY,USA
12057,Washington County,NY,USA
12827,Washington County,NY,USA
12828,Washington County,NY,USA
12834,Washington County,NY,USA
12848,Washington County,NY,USA
12094,Washington County,NY,USA
12854,Washington County,NY,USA
12185,Washington County,NY,USA
12809,Washington County,NY,USA
12849,Washington County,NY,USA
12832,Washington County,NY,USA
12823,Washington County,NY,USA
12887,Washington County,NY,USA
12873,Washington County,NY,USA
12844,Washington County,NY,USA
12865,Washington County,NY,USA
12837,Washington County,NY,USA
12841,Washington County,NY,USA
12821,Washington County,NY,USA
12090,Washington County,NY,USA
12154,Washington County,NY,USA
12839,Washington County,NY,USA
12819,Washington County,NY,USA
12838,Washington County,NY,USA
12028,Washington County,NY,USA
12883,Washington County,NY,USA
12804,Washington County,NY,USA
14513,Wayne County,NY,USA
14551,Wayne County,NY,USA
14489,Wayne County,NY,USA
13154,Wayne County,NY,USA
14522,Wayne County,NY,USA
14589,Wayne County,NY,USA
14413,Wayne County,NY,USA
13148,Wayne County,NY,USA
14433,Wayne County,NY,USA
14590,Wayne County,NY,USA
14563,Wayne County,NY,USA
14516,Wayne County,NY,USA
14450,Wayne County,NY,USA
14538,Wayne County,NY,USA
14580,Wayne County,NY,USA
14449,Wayne County,NY,USA
14520,Wayne County,NY,USA
13146,Wayne County,NY,USA
14505,Wayne County,NY,USA
14555,Wayne County,NY,USA
14432,Wayne County,NY,USA
14568,Wayne County,NY,USA
14519,Wayne County,NY,USA
14502,Wayne County,NY,USA
13143,Wayne County,NY,USA
13156,Wayne County,NY,USA
14542,Wayne County,NY,USA
10511,Westchester County,NY,USA
10505,Westchester County,NY,USA
10551,Westchester County,NY,USA
10710,Westchester County,NY,USA
10707,Westchester County,NY,USA
10548,Westchester County,NY,USA
10597,Westchester County,NY,USA
10587,Westchester County,NY,USA
10503,Westchester County,NY,USA
10522,Westchester County,NY,USA
10523,Westchester County,NY,USA
10550,Westchester County,NY,USA
10552,Westchester County,NY,USA
10538,Westchester County,NY,USA
10530,Westchester County,NY,USA
10567,Westchester County,NY,USA
10576,Westchester County,NY,USA
10606,Westchester County,NY,USA
10704,Westchester County,NY,USA
10519,Westchester County,NY,USA
10547,Westchester County,NY,USA
10802,Westchester County,NY,USA
10577,Westchester County,NY,USA
10470,Westchester County,NY,USA
10610,Westchester County,NY,USA
10507,Westchester County,NY,USA
10504,Westchester County,NY,USA
10536,Westchester County,NY,USA
10804,Westchester County,NY,USA
10603,Westchester County,NY,USA
10604,Westchester County,NY,USA
10701,Westchester County,NY,USA
